PeakID (cmd=annotatePeaks.pl consensus_peaks.mLb.clN.bed Bomo_genome_assembly_chr.fa -gid -gtf Bomo_gene_models_chr.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_24616	chr23	15309359	15310218	+	0		Intergenic	Intergenic	-1059	KWMTBOMO13983	KWMTBOMO13983	KWMTBOMO13983.mrna1						
Interval_11554	chr16	4187828	4188500	+	0		promoter-TSS (KWMTBOMO09560)	-promoter-TSS (KWMTBOMO09560)	-292	KWMTBOMO09560	KWMTBOMO09560	KWMTBOMO09560.mrna1						
Interval_13648	chr17	10745113	10745783	+	0		promoter-TSS (KWMTBOMO10431)	-promoter-TSS (KWMTBOMO10431)	-76	KWMTBOMO10431	KWMTBOMO10431	KWMTBOMO10431.mrna1						
Interval_287	chr1	18476270	18476747	+	0		promoter-TSS (KWMTBOMO00607)	-promoter-TSS (KWMTBOMO00607)	-129	KWMTBOMO00607	KWMTBOMO00607	KWMTBOMO00607.mrna1						
Interval_18417	chr2	8239330	8240130	+	0		intron (KWMTBOMO01003, intron 1 of 7)	-intron (KWMTBOMO01003, intron 1 of 7)	228	KWMTBOMO01003	KWMTBOMO01003	KWMTBOMO01003.mrna1						
Interval_34174	chr4	9806132	9806475	+	0		Intergenic	Intergenic	-2060	KWMTBOMO02006	KWMTBOMO02006	KWMTBOMO02006.mrna1						
Interval_11443	chr16	3262267	3263158	+	0		Intergenic	Intergenic	-4753	KWMTBOMO09527	KWMTBOMO09527	KWMTBOMO09527.mrna1						
Interval_1955	chr10	14374202	14375285	+	0		promoter-TSS (KWMTBOMO05917)	-promoter-TSS (KWMTBOMO05917)	-43	KWMTBOMO05917	KWMTBOMO05917	KWMTBOMO05917.mrna1						
Interval_41667	chr8	13063153	13064617	+	0		promoter-TSS (KWMTBOMO04709)	-promoter-TSS (KWMTBOMO04709)	-335	KWMTBOMO04710	KWMTBOMO04710	KWMTBOMO04710.mrna1						
Interval_4842	chr12	7524475	7525218	+	0		Intergenic	Intergenic	-24321	KWMTBOMO07187	KWMTBOMO07187	KWMTBOMO07187.mrna1						
Interval_12511	chr16	13476557	13477452	+	0		Intergenic	Intergenic	-15963	KWMTBOMO09976	KWMTBOMO09976	KWMTBOMO09976.mrna1						
Interval_13548	chr17	10011365	10011803	+	0		Intergenic	Intergenic	-13790	KWMTBOMO10395	KWMTBOMO10395	KWMTBOMO10395.mrna1						
Interval_25550	chr24	4954854	4955182	+	0		promoter-TSS (KWMTBOMO14388)	-promoter-TSS (KWMTBOMO14388)	-386	KWMTBOMO14388	KWMTBOMO14388	KWMTBOMO14388.mrna1						
Interval_32212	chr3	8094656	8095555	+	0		intron (KWMTBOMO01333, intron 1 of 5)	-intron (KWMTBOMO01333, intron 1 of 5)	6879	KWMTBOMO01333	KWMTBOMO01333	KWMTBOMO01333.mrna1						
Interval_40310	chr8	1251814	1252546	+	0		Intergenic	Intergenic	10570	KWMTBOMO04260	KWMTBOMO04260	KWMTBOMO04260.mrna1						
Interval_27821	chr26	39949	40682	+	0		promoter-TSS (KWMTBOMO15466)	-promoter-TSS (KWMTBOMO15466)	-400	KWMTBOMO15466	KWMTBOMO15466	KWMTBOMO15466.mrna1						
Interval_41397	chr8	11191460	11192255	+	0		promoter-TSS (KWMTBOMO04631)	-promoter-TSS (KWMTBOMO04631)	-397	KWMTBOMO04631	KWMTBOMO04631	KWMTBOMO04631.mrna1						
Interval_35609	chr5	4504364	4505152	+	0		promoter-TSS (KWMTBOMO02516)	-promoter-TSS (KWMTBOMO02516)	-14	KWMTBOMO02516	KWMTBOMO02516	KWMTBOMO02516.mrna1						
Interval_1300	chr10	8859079	8859781	+	0		Intergenic	Intergenic	-3326	KWMTBOMO05727	KWMTBOMO05727	KWMTBOMO05727.mrna1						
Interval_33382	chr4	2656386	2657162	+	0		Intergenic	Intergenic	34111	KWMTBOMO01729	KWMTBOMO01729	KWMTBOMO01729.mrna1						
Interval_38121	chr6	10403309	10403946	+	0		intron (KWMTBOMO03521, intron 1 of 4)	-intron (KWMTBOMO03521, intron 1 of 4)	212	KWMTBOMO03521	KWMTBOMO03521	KWMTBOMO03521.mrna1						
Interval_13912	chr17	13132502	13133898	+	0		intron (KWMTBOMO10513, intron 1 of 1)	-intron (KWMTBOMO10513, intron 1 of 1)	253	KWMTBOMO10513	KWMTBOMO10513	KWMTBOMO10513.mrna1						
Interval_24724	chr23	16530195	16530929	+	0		Intergenic	Intergenic	-2010	KWMTBOMO14041	KWMTBOMO14041	KWMTBOMO14041.mrna1						
Interval_21077	chr21	12172027	12173693	+	0		Intergenic	Intergenic	-2054	KWMTBOMO12700	KWMTBOMO12700	KWMTBOMO12700.mrna1						
Interval_19874	chr21	931857	933128	+	0		promoter-TSS (KWMTBOMO12353)	-promoter-TSS (KWMTBOMO12353)	-235	KWMTBOMO12353	KWMTBOMO12353	KWMTBOMO12353.mrna1						
Interval_21894	chr22	4927242	4928569	+	0		promoter-TSS (KWMTBOMO12947)	-promoter-TSS (KWMTBOMO12947)	-205	KWMTBOMO12947	KWMTBOMO12947	KWMTBOMO12947.mrna1						
Interval_16580	chr19	6016913	6018425	+	0		promoter-TSS (KWMTBOMO11446)	-promoter-TSS (KWMTBOMO11446)	-366	KWMTBOMO11446	KWMTBOMO11446	KWMTBOMO11446.mrna1						
Interval_16972	chr19	9767764	9768438	+	0		intron (KWMTBOMO11601, intron 1 of 3)	-intron (KWMTBOMO11601, intron 1 of 3)	9252	KWMTBOMO11601	KWMTBOMO11601	KWMTBOMO11601.mrna1						
Interval_34965	chr4	17770272	17771132	+	0		Intergenic	Intergenic	-4101	KWMTBOMO02319	KWMTBOMO02319	KWMTBOMO02319.mrna1						
Interval_10233	chr15	10531817	10532913	+	0		Intergenic	Intergenic	-5750	KWMTBOMO09051	KWMTBOMO09051	KWMTBOMO09051.mrna1						
Interval_34577	chr4	13745919	13746898	+	0		Intergenic	Intergenic	8771	KWMTBOMO02195	KWMTBOMO02195	KWMTBOMO02195.mrna1						
Interval_41651	chr8	12860091	12860996	+	0		Intergenic	Intergenic	-11190	KWMTBOMO04704	KWMTBOMO04704	KWMTBOMO04704.mrna1						
Interval_11998	chr16	8565013	8565464	+	0		promoter-TSS (KWMTBOMO09741)	-promoter-TSS (KWMTBOMO09741)	-403	KWMTBOMO09741	KWMTBOMO09741	KWMTBOMO09741.mrna1						
Interval_32252	chr3	8357821	8358764	+	0		Intergenic	Intergenic	-8605	KWMTBOMO01344	KWMTBOMO01344	KWMTBOMO01344.mrna1						
Interval_4806	chr12	7056223	7057046	+	0		promoter-TSS (KWMTBOMO07170)	-promoter-TSS (KWMTBOMO07170)	-26	KWMTBOMO07170	KWMTBOMO07170	KWMTBOMO07170.mrna1						
Interval_3390	chr11	12367614	12368199	+	0		promoter-TSS (KWMTBOMO06664)	-promoter-TSS (KWMTBOMO06664)	-306	KWMTBOMO06664	KWMTBOMO06664	KWMTBOMO06664.mrna1						
Interval_39368	chr7	6525957	6527053	+	0		Intergenic	Intergenic	-3501	KWMTBOMO03915	KWMTBOMO03915	KWMTBOMO03915.mrna1						
Interval_14447	chr18	1913841	1914464	+	0		Intergenic	Intergenic	33000	KWMTBOMO10733	KWMTBOMO10733	KWMTBOMO10733.mrna1						
Interval_30578	chr28	2645559	2646739	+	0		promoter-TSS (KWMTBOMO16235)	-promoter-TSS (KWMTBOMO16235)	-536	KWMTBOMO16235	KWMTBOMO16235	KWMTBOMO16235.mrna1						
Interval_12147	chr16	9897169	9898047	+	0		Intergenic	Intergenic	-9590	KWMTBOMO09825	KWMTBOMO09825	KWMTBOMO09825.mrna1						
Interval_1015	chr10	6740908	6741994	+	0		promoter-TSS (KWMTBOMO05629)	-promoter-TSS (KWMTBOMO05629)	-83	KWMTBOMO05629	KWMTBOMO05629	KWMTBOMO05629.mrna1						
Interval_29735	chr27	7123274	7125097	+	0		Intergenic	Intergenic	-11981	KWMTBOMO16040	KWMTBOMO16040	KWMTBOMO16040.mrna1						
Interval_9864	chr15	7286849	7287714	+	0		Intergenic	Intergenic	17314	KWMTBOMO08885	KWMTBOMO08885	KWMTBOMO08885.mrna1						
Interval_39261	chr7	5423438	5424570	+	0		promoter-TSS (KWMTBOMO03875)	-promoter-TSS (KWMTBOMO03875)	-326	KWMTBOMO03875	KWMTBOMO03875	KWMTBOMO03875.mrna1						
Interval_17133	chr19	10819492	10819930	+	0		promoter-TSS (KWMTBOMO11657)	-promoter-TSS (KWMTBOMO11657)	-514	KWMTBOMO11657	KWMTBOMO11657	KWMTBOMO11657.mrna1						
Interval_35602	chr5	4446280	4446999	+	0		Intergenic	Intergenic	39082	KWMTBOMO02515	KWMTBOMO02515	KWMTBOMO02515.mrna1						
Interval_24203	chr23	11151789	11152566	+	0		intron (KWMTBOMO13848, intron 7 of 8)	-intron (KWMTBOMO13848, intron 7 of 8)	-36333	KWMTBOMO13849	KWMTBOMO13849	KWMTBOMO13849.mrna1						
Interval_22304	chr22	9500312	9500749	+	0		intron (KWMTBOMO13172, intron 1 of 2)	-intron (KWMTBOMO13172, intron 1 of 2)	137	KWMTBOMO13172	KWMTBOMO13172	KWMTBOMO13172.mrna1						
Interval_8189	chr14	6485531	6486496	+	0		promoter-TSS (KWMTBOMO08356)	-promoter-TSS (KWMTBOMO08356)	83	KWMTBOMO08356	KWMTBOMO08356	KWMTBOMO08356.mrna1						
Interval_1651	chr10	11870367	11871414	+	0		intron (KWMTBOMO05840, intron 3 of 4)	-intron (KWMTBOMO05840, intron 3 of 4)	3279	KWMTBOMO05840	KWMTBOMO05840	KWMTBOMO05840.mrna1						
Interval_24630	chr23	15385716	15386863	+	0		intron (KWMTBOMO13990, intron 1 of 8)	-intron (KWMTBOMO13990, intron 1 of 8)	3147	KWMTBOMO13990	KWMTBOMO13990	KWMTBOMO13990.mrna1						
Interval_27315	chr25	8282235	8283257	+	0		promoter-TSS (KWMTBOMO15272)	-promoter-TSS (KWMTBOMO15272)	-97	KWMTBOMO15272	KWMTBOMO15272	KWMTBOMO15272.mrna1						
Interval_1291	chr10	8801832	8802775	+	0		promoter-TSS (KWMTBOMO05722)	-promoter-TSS (KWMTBOMO05722)	-548	KWMTBOMO05722	KWMTBOMO05722	KWMTBOMO05722.mrna1						
Interval_22033	chr22	6626019	6626661	+	0		promoter-TSS (KWMTBOMO13024)	-promoter-TSS (KWMTBOMO13024)	70	KWMTBOMO13024	KWMTBOMO13024	KWMTBOMO13024.mrna1						
Interval_36230	chr5	9745121	9745822	+	0		promoter-TSS (KWMTBOMO02732)	-promoter-TSS (KWMTBOMO02732)	100	KWMTBOMO02732	KWMTBOMO02732	KWMTBOMO02732.mrna1						
Interval_43247	chr9	9784807	9785319	+	0		Intergenic	Intergenic	-1036	KWMTBOMO05173	KWMTBOMO05173	KWMTBOMO05173.mrna1						
Interval_3181	chr11	10573211	10574169	+	0		promoter-TSS (KWMTBOMO06565)	-promoter-TSS (KWMTBOMO06565)	-266	KWMTBOMO06565	KWMTBOMO06565	KWMTBOMO06565.mrna1						
Interval_38509	chr6	15297864	15298693	+	0		promoter-TSS (KWMTBOMO03673)	-promoter-TSS (KWMTBOMO03673)	98	KWMTBOMO03673	KWMTBOMO03673	KWMTBOMO03673.mrna1						
Interval_16465	chr19	4922573	4923173	+	0		intron (KWMTBOMO11408, intron 1 of 8)	-intron (KWMTBOMO11408, intron 1 of 8)	252	KWMTBOMO11408	KWMTBOMO11408	KWMTBOMO11408.mrna1						
Interval_26972	chr25	4851320	4852087	+	0		promoter-TSS (KWMTBOMO15100)	-promoter-TSS (KWMTBOMO15100)	26	KWMTBOMO15101	KWMTBOMO15101	KWMTBOMO15101.mrna1						
Interval_28666	chr26	9497397	9498268	+	0		promoter-TSS (KWMTBOMO15761)	-promoter-TSS (KWMTBOMO15761)	64	KWMTBOMO15761	KWMTBOMO15761	KWMTBOMO15761.mrna1						
Interval_29541	chr27	5695935	5696827	+	0		intron (KWMTBOMO15998, intron 2 of 9)	-intron (KWMTBOMO15998, intron 2 of 9)	-16056	KWMTBOMO15999	KWMTBOMO15999	KWMTBOMO15999.mrna1						
Interval_2357	chr11	383139	383909	+	0		intron (KWMTBOMO06100, intron 11 of 21)	-intron (KWMTBOMO06100, intron 11 of 21)	-33171	KWMTBOMO06101	KWMTBOMO06101	KWMTBOMO06101.mrna1						
Interval_32148	chr3	7620522	7621511	+	0		promoter-TSS (KWMTBOMO01300)	-promoter-TSS (KWMTBOMO01300)	-249	KWMTBOMO01300	KWMTBOMO01300	KWMTBOMO01300.mrna1						
Interval_31047	chr28	9689204	9690021	+	0		Intergenic	Intergenic	-1726	KWMTBOMO16432	KWMTBOMO16432	KWMTBOMO16432.mrna1						
Interval_42352	chr9	1906122	1907302	+	0		promoter-TSS (KWMTBOMO04933)	-promoter-TSS (KWMTBOMO04933)	57	KWMTBOMO04933	KWMTBOMO04933	KWMTBOMO04933.mrna1						
Interval_27553	chr25	11340757	11341897	+	0		intron (KWMTBOMO15394, intron 7 of 7)	-intron (KWMTBOMO15394, intron 7 of 7)	-11476	KWMTBOMO15393	KWMTBOMO15393	KWMTBOMO15393.mrna1						
Interval_20331	chr21	4820529	4821418	+	0		promoter-TSS (KWMTBOMO12485)	-promoter-TSS (KWMTBOMO12485)	80	KWMTBOMO12485	KWMTBOMO12485	KWMTBOMO12485.mrna1						
Interval_28012	chr26	2169504	2170075	+	0		Intergenic	Intergenic	-6500	KWMTBOMO15541	KWMTBOMO15541	KWMTBOMO15541.mrna1						
Interval_2783	chr11	5912929	5913553	+	0		promoter-TSS (KWMTBOMO06369)	-promoter-TSS (KWMTBOMO06369)	-360	KWMTBOMO06370	KWMTBOMO06370	KWMTBOMO06370.mrna1						
Interval_25179	chr24	38965	40793	+	0		promoter-TSS (KWMTBOMO14256)	-promoter-TSS (KWMTBOMO14256)	-487	KWMTBOMO14256	KWMTBOMO14256	KWMTBOMO14256.mrna1						
Interval_33135	chr4	1064586	1065600	+	0		promoter-TSS (KWMTBOMO01658)	-promoter-TSS (KWMTBOMO01658)	43	KWMTBOMO01659	KWMTBOMO01659	KWMTBOMO01659.mrna1						
Interval_31288	chr3	814453	815078	+	0		Intergenic	Intergenic	-1690	KWMTBOMO01042	KWMTBOMO01042	KWMTBOMO01042.mrna1						
Interval_6043	chr13	2833330	2834270	+	0		Intergenic	Intergenic	9444	KWMTBOMO07643	KWMTBOMO07643	KWMTBOMO07643.mrna1						
Interval_5640	chr12	16361383	16361791	+	0		Intergenic	Intergenic	77842	KWMTBOMO07528	KWMTBOMO07528	KWMTBOMO07528.mrna1						
Interval_27318	chr25	8321936	8322789	+	0		promoter-TSS (KWMTBOMO15276)	-promoter-TSS (KWMTBOMO15276)	10	KWMTBOMO15276	KWMTBOMO15276	KWMTBOMO15276.mrna1						
Interval_22945	chr22	16330378	16330804	+	0		Intergenic	Intergenic	-32732	KWMTBOMO13409	KWMTBOMO13409	KWMTBOMO13409.mrna1						
Interval_17012	chr19	10032386	10034778	+	0		exon (KWMTBOMO11615, exon 2 of 2)	-exon (KWMTBOMO11615, exon 2 of 2)	1106	KWMTBOMO11615	KWMTBOMO11615	KWMTBOMO11615.mrna1						
Interval_13831	chr17	12361172	12361705	+	0		promoter-TSS (KWMTBOMO10484)	-promoter-TSS (KWMTBOMO10484)	-129	KWMTBOMO10484	KWMTBOMO10484	KWMTBOMO10484.mrna1						
Interval_23317	chr23	1281521	1282563	+	0		Intergenic	Intergenic	-15850	KWMTBOMO13549	KWMTBOMO13549	KWMTBOMO13549.mrna1						
Interval_30313	chr28	419977	420718	+	0		promoter-TSS (KWMTBOMO16169)	-promoter-TSS (KWMTBOMO16169)	-100	KWMTBOMO16170	KWMTBOMO16170	KWMTBOMO16170.mrna1						
Interval_13063	chr17	5085127	5086563	+	0		promoter-TSS (KWMTBOMO10216)	-promoter-TSS (KWMTBOMO10216)	-288	KWMTBOMO10216	KWMTBOMO10216	KWMTBOMO10216.mrna1						
Interval_18596	chr20	1214038	1215037	+	0		Intergenic	Intergenic	-15461	KWMTBOMO11826	KWMTBOMO11826	KWMTBOMO11826.mrna1						
Interval_27217	chr25	6963604	6964675	+	0		intron (KWMTBOMO15215, intron 1 of 6)	-intron (KWMTBOMO15215, intron 1 of 6)	234	KWMTBOMO15215	KWMTBOMO15215	KWMTBOMO15215.mrna1						
Interval_22427	chr22	10631639	10633600	+	0		Intergenic	Intergenic	-20038	KWMTBOMO13214	KWMTBOMO13214	KWMTBOMO13214.mrna1						
Interval_25035	chr23	20002207	20003092	+	0		intron (KWMTBOMO14183, intron 1 of 7)	-intron (KWMTBOMO14183, intron 1 of 7)	6332	KWMTBOMO14183	KWMTBOMO14183	KWMTBOMO14183.mrna1						
Interval_1053	chr10	7036278	7036902	+	0		intron (KWMTBOMO05640, intron 2 of 3)	-intron (KWMTBOMO05640, intron 2 of 3)	-5513	KWMTBOMO05641	KWMTBOMO05641	KWMTBOMO05641.mrna1						
Interval_31263	chr3	680384	681770	+	0		Intergenic	Intergenic	-27002	KWMTBOMO01039	KWMTBOMO01039	KWMTBOMO01039.mrna1						
Interval_29768	chr27	7401160	7401902	+	0		Intergenic	Intergenic	-15653	KWMTBOMO16044	KWMTBOMO16044	KWMTBOMO16044.mrna1						
Interval_12502	chr16	13418724	13419631	+	0		Intergenic	Intergenic	-14785	KWMTBOMO09974	KWMTBOMO09974	KWMTBOMO09974.mrna1						
Interval_10964	chr15	18107737	18108247	+	0		promoter-TSS (KWMTBOMO09361)	-promoter-TSS (KWMTBOMO09361)	97	KWMTBOMO09361	KWMTBOMO09361	KWMTBOMO09361.mrna1						
Interval_34283	chr4	11129961	11130869	+	0		Intergenic	Intergenic	10781	KWMTBOMO02054	KWMTBOMO02054	KWMTBOMO02054.mrna1						
Interval_43963	chr9	16594866	16595914	+	0		promoter-TSS (KWMTBOMO05387)	-promoter-TSS (KWMTBOMO05387)	-357	KWMTBOMO05387	KWMTBOMO05387	KWMTBOMO05387.mrna1						
Interval_31398	chr3	1494480	1495291	+	0		promoter-TSS (KWMTBOMO01065)	-promoter-TSS (KWMTBOMO01065)	-40	KWMTBOMO01065	KWMTBOMO01065	KWMTBOMO01065.mrna1						
Interval_14697	chr18	5359195	5360074	+	0		intron (KWMTBOMO10848, intron 1 of 4)	-intron (KWMTBOMO10848, intron 1 of 4)	293	KWMTBOMO10848	KWMTBOMO10848	KWMTBOMO10848.mrna1						
Interval_15067	chr18	8186478	8187320	+	0		intron (KWMTBOMO10957, intron 12 of 13)	-intron (KWMTBOMO10957, intron 12 of 13)	10932	KWMTBOMO10956	KWMTBOMO10956	KWMTBOMO10956.mrna1						
Interval_16400	chr19	4467884	4469627	+	0		intron (KWMTBOMO11378, intron 1 of 6)	-intron (KWMTBOMO11378, intron 1 of 6)	1308	KWMTBOMO11378	KWMTBOMO11378	KWMTBOMO11378.mrna1						
Interval_27045	chr25	5689370	5689988	+	0		promoter-TSS (KWMTBOMO15136)	-promoter-TSS (KWMTBOMO15136)	-165	KWMTBOMO15136	KWMTBOMO15136	KWMTBOMO15136.mrna1						
Interval_18816	chr20	3155058	3155823	+	0		intron (KWMTBOMO11890, intron 3 of 12)	-intron (KWMTBOMO11890, intron 3 of 12)	17532	KWMTBOMO11891	KWMTBOMO11891	KWMTBOMO11891.mrna1						
Interval_1652	chr10	11878655	11879742	+	0		intron (KWMTBOMO05841, intron 1 of 6)	-intron (KWMTBOMO05841, intron 1 of 6)	427	KWMTBOMO05841	KWMTBOMO05841	KWMTBOMO05841.mrna1						
Interval_37514	chr6	3299242	3300109	+	0		promoter-TSS (KWMTBOMO03285)	-promoter-TSS (KWMTBOMO03285)	-610	KWMTBOMO03285	KWMTBOMO03285	KWMTBOMO03285.mrna1						
Interval_43059	chr9	8284750	8285297	+	0		intron (KWMTBOMO05115, intron 1 of 10)	-intron (KWMTBOMO05115, intron 1 of 10)	5640	KWMTBOMO05115	KWMTBOMO05115	KWMTBOMO05115.mrna1						
Interval_1697	chr10	12461370	12461794	+	0		exon (KWMTBOMO05847, exon 1 of 7)	-exon (KWMTBOMO05847, exon 1 of 7)	108	KWMTBOMO05847	KWMTBOMO05847	KWMTBOMO05847.mrna1						
Interval_368	chr10	380080	380965	+	0		Intergenic	Intergenic	51606	KWMTBOMO05398	KWMTBOMO05398	KWMTBOMO05398.mrna1						
Interval_3213	chr11	10863997	10865124	+	0		Intergenic	Intergenic	-16469	KWMTBOMO06578	KWMTBOMO06578	KWMTBOMO06578.mrna1						
Interval_21798	chr22	3868530	3869521	+	0		promoter-TSS (KWMTBOMO12905)	-promoter-TSS (KWMTBOMO12905)	-7	KWMTBOMO12905	KWMTBOMO12905	KWMTBOMO12905.mrna1						
Interval_9256	chr15	1596439	1597458	+	0		promoter-TSS (KWMTBOMO08648)	-promoter-TSS (KWMTBOMO08648)	-136	KWMTBOMO08648	KWMTBOMO08648	KWMTBOMO08648.mrna1						
Interval_22973	chr22	16678895	16679897	+	0		promoter-TSS (KWMTBOMO13420)	-promoter-TSS (KWMTBOMO13420)	266	KWMTBOMO13419	KWMTBOMO13419	KWMTBOMO13419.mrna1						
Interval_31619	chr3	3211586	3212615	+	0		Intergenic	Intergenic	-17602	KWMTBOMO01140	KWMTBOMO01140	KWMTBOMO01140.mrna1						
Interval_3151	chr11	10360855	10361279	+	0		Intergenic	Intergenic	-24493	KWMTBOMO06554	KWMTBOMO06554	KWMTBOMO06554.mrna1						
Interval_25504	chr24	3919219	3919922	+	0		Intergenic	Intergenic	20646	KWMTBOMO14376	KWMTBOMO14376	KWMTBOMO14376.mrna1						
Interval_3410	chr11	12701391	12702334	+	0		Intergenic	Intergenic	-2192	KWMTBOMO06699	KWMTBOMO06699	KWMTBOMO06699.mrna1						
Interval_22202	chr22	8271194	8271906	+	0		promoter-TSS (KWMTBOMO13095)	-promoter-TSS (KWMTBOMO13095)	34	KWMTBOMO13095	KWMTBOMO13095	KWMTBOMO13095.mrna1						
Interval_27448	chr25	9838863	9839401	+	0		Intergenic	Intergenic	-2756	KWMTBOMO15347	KWMTBOMO15347	KWMTBOMO15347.mrna1						
Interval_1299	chr10	8851018	8853047	+	0		Intergenic	Intergenic	-1344	KWMTBOMO05726	KWMTBOMO05726	KWMTBOMO05726.mrna1						
Interval_21025	chr21	11579135	11579924	+	0		Intergenic	Intergenic	-6487	KWMTBOMO12687	KWMTBOMO12687	KWMTBOMO12687.mrna1						
Interval_36310	chr5	10499888	10501054	+	0		promoter-TSS (KWMTBOMO02770)	-promoter-TSS (KWMTBOMO02770)	-301	KWMTBOMO02770	KWMTBOMO02770	KWMTBOMO02770.mrna1						
Interval_2042	chr10	15151085	15152117	+	0		Intergenic	Intergenic	35459	KWMTBOMO05943	KWMTBOMO05943	KWMTBOMO05943.mrna1						
Interval_43581	chr9	12589777	12590227	+	0		promoter-TSS (KWMTBOMO05274)	-promoter-TSS (KWMTBOMO05274)	-489	KWMTBOMO05274	KWMTBOMO05274	KWMTBOMO05274.mrna1						
Interval_23448	chr23	2505991	2507356	+	0		intron (KWMTBOMO13601, intron 2 of 12)	-intron (KWMTBOMO13601, intron 2 of 12)	2229	KWMTBOMO13601	KWMTBOMO13601	KWMTBOMO13601.mrna1						
Interval_25689	chr24	6733883	6734636	+	0		Intergenic	Intergenic	15354	KWMTBOMO14452	KWMTBOMO14452	KWMTBOMO14452.mrna1						
Interval_22169	chr22	8001959	8002792	+	0		exon (KWMTBOMO13077, exon 1 of 4)	-exon (KWMTBOMO13077, exon 1 of 4)	141	KWMTBOMO13077	KWMTBOMO13077	KWMTBOMO13077.mrna1						
Interval_28502	chr26	7175999	7176615	+	0		exon (KWMTBOMO15713, exon 1 of 2)	-exon (KWMTBOMO15713, exon 1 of 2)	114	KWMTBOMO15713	KWMTBOMO15713	KWMTBOMO15713.mrna1						
Interval_2899	chr11	7683774	7684185	+	0		intron (KWMTBOMO06458, intron 3 of 4)	-intron (KWMTBOMO06458, intron 3 of 4)	23451	KWMTBOMO06459	KWMTBOMO06459	KWMTBOMO06459.mrna1						
Interval_22333	chr22	9754536	9755344	+	0		exon (KWMTBOMO13191, exon 1 of 2)	-exon (KWMTBOMO13191, exon 1 of 2)	156	KWMTBOMO13191	KWMTBOMO13191	KWMTBOMO13191.mrna1						
Interval_31557	chr3	2684923	2685831	+	0		Intergenic	Intergenic	-18316	KWMTBOMO01124	KWMTBOMO01124	KWMTBOMO01124.mrna1						
Interval_25289	chr24	1016189	1017355	+	0		promoter-TSS (KWMTBOMO14289)	-promoter-TSS (KWMTBOMO14289)	-14	KWMTBOMO14289	KWMTBOMO14289	KWMTBOMO14289.mrna1						
Interval_8367	chr14	7680426	7681259	+	0		promoter-TSS (KWMTBOMO08399)	-promoter-TSS (KWMTBOMO08399)	-7	KWMTBOMO08399	KWMTBOMO08399	KWMTBOMO08399.mrna1						
Interval_32658	chr3	12383605	12384675	+	0		Intergenic	Intergenic	-7741	KWMTBOMO01492	KWMTBOMO01492	KWMTBOMO01492.mrna1						
Interval_25255	chr24	801399	802419	+	0		promoter-TSS (KWMTBOMO14282)	-promoter-TSS (KWMTBOMO14282)	-354	KWMTBOMO14282	KWMTBOMO14282	KWMTBOMO14282.mrna1						
Interval_9904	chr15	7760544	7761331	+	0		intron (KWMTBOMO08906, intron 2 of 24)	-intron (KWMTBOMO08906, intron 2 of 24)	-1084	KWMTBOMO08907	KWMTBOMO08907	KWMTBOMO08907.mrna1						
Interval_12371	chr16	12190426	12191879	+	0		Intergenic	Intergenic	8161	KWMTBOMO09923	KWMTBOMO09923	KWMTBOMO09923.mrna1						
Interval_1269	chr10	8664587	8664966	+	0		promoter-TSS (KWMTBOMO05714)	-promoter-TSS (KWMTBOMO05714)	-340	KWMTBOMO05714	KWMTBOMO05714	KWMTBOMO05714.mrna1						
Interval_30145	chr27	9975515	9976486	+	0		Intergenic	Intergenic	40145	KWMTBOMO16132	KWMTBOMO16132	KWMTBOMO16132.mrna1						
Interval_21259	chr21	13984531	13985184	+	0		promoter-TSS (KWMTBOMO12763)	-promoter-TSS (KWMTBOMO12763)	-517	KWMTBOMO12763	KWMTBOMO12763	KWMTBOMO12763.mrna1						
Interval_36017	chr5	7837203	7837926	+	0		promoter-TSS (KWMTBOMO02646)	-promoter-TSS (KWMTBOMO02646)	45	KWMTBOMO02646	KWMTBOMO02646	KWMTBOMO02646.mrna1						
Interval_25760	chr24	7402861	7404533	+	0		intron (KWMTBOMO14472, intron 3 of 6)	-intron (KWMTBOMO14472, intron 3 of 6)	8191	KWMTBOMO14472	KWMTBOMO14472	KWMTBOMO14472.mrna1						
Interval_15345	chr18	10785027	10785555	+	0		exon (KWMTBOMO11042, exon 1 of 6)	-exon (KWMTBOMO11042, exon 1 of 6)	172	KWMTBOMO11042	KWMTBOMO11042	KWMTBOMO11042.mrna1						
Interval_5751	chr12	17431133	17431691	+	0		promoter-TSS (KWMTBOMO07558)	-promoter-TSS (KWMTBOMO07558)	-795	KWMTBOMO07558	KWMTBOMO07558	KWMTBOMO07558.mrna1						
Interval_42200	chr9	1070797	1072801	+	0		intron (KWMTBOMO04895, intron 4 of 4)	-intron (KWMTBOMO04895, intron 4 of 4)	5355	KWMTBOMO04895	KWMTBOMO04895	KWMTBOMO04895.mrna1						
Interval_12949	chr17	3738508	3738952	+	0		Intergenic	Intergenic	-45628	KWMTBOMO10178	KWMTBOMO10178	KWMTBOMO10178.mrna1						
